,index,Filename,Style,Theme,Time,Train,Weight
2379,2379,nsmb_airship_night\sibl3_fJTds_25_0369.jpg,nsmb,airship,night,True,1.4151789353834578
14677,14677,smb1_ice_night\zXXtMhjoOCU_5_0301.jpg,smb1,ice,night,True,0.8370604270092479
23104,23104,smb1_jungle_night\f6ouZR_ORgo_1_0344.jpg,smb1,jungle,night,True,1.234426573989902
29967,29967,nsmb_jungle_night\sibl3_fJTds_21_0092.jpg,nsmb,jungle,night,False,1.0
29692,29692,smb3_jungle_night\yrh5IKPiNZs_18_0477.jpg,smb3,jungle,night,False,1.0
3080,3080,sm3dw_grass_day\asAgPrbyePY_7_0022.jpg,sm3dw,grass,day,True,0.4352893275588893
5098,5098,smw_castle_night\-mXxAMAA6-Y_1_0074.jpg,smw,castle,night,True,0.5065838503030027
4114,4114,smw_desert_day\0ZI1hJ2Kalo_7_0028.jpg,smw,desert,day,True,0.380906124352441
15432,15432,smb1_underwater_day\ZtVdrcXYDzQ_12_0396.jpg,smb1,underwater,day,True,0.7414995901944197
25881,25881,menu\zXXtMhjoOCU_6_0265.jpg,menu,,,True,1.3228280864947417
34787,34787,nsmb_underground_day\yrh5IKPiNZs_9_0008.jpg,nsmb,underground,day,False,1.0
31969,31969,sm3dw_sky_day\sibl3_fJTds_10_0028.jpg,sm3dw,sky,day,False,1.0
23613,23613,smb3_airship_night\bCG_Ex7g9nE_10_0222.jpg,smb3,airship,night,True,1.2007242129203555
30631,30631,nsmb_jungle_night\bCG_Ex7g9nE_8_0005.jpg,nsmb,jungle,night,False,1.0
16418,16418,nsmb_airship_night\jI023XwCR04_12_0038.jpg,nsmb,airship,night,True,1.4151789353834578
5594,5594,nsmb_airship_day\ZtVdrcXYDzQ_7_0057.jpg,nsmb,airship,day,True,2.0245941933802953
31234,31234,nsmb_underground_night\yrh5IKPiNZs_14_0046.jpg,nsmb,underground,night,False,1.0
21176,21176,sm3dw_underground_day\Ejn1M5ai_iI_9_0017.jpg,sm3dw,underground,day,True,0.6813971040761194
31208,31208,nsmb_underground_night\yrh5IKPiNZs_14_0020.jpg,nsmb,underground,night,False,1.0
15844,15844,smb1_underwater_day\ZtVdrcXYDzQ_12_0808.jpg,smb1,underwater,day,True,0.7414995901944197
23519,23519,smb3_airship_night\bCG_Ex7g9nE_10_0128.jpg,smb3,airship,night,True,1.2007242129203555
17325,17325,nsmb_underground_night\yrh5IKPiNZs_11_0043.jpg,nsmb,underground,night,True,1.3528233747194023
4379,4379,nsmb_airship_day\yrh5IKPiNZs_21_0062.jpg,nsmb,airship,day,True,2.0245941933802953
4876,4876,sm3dw_ice_day\uSdL2GGk7cY_0_0036.jpg,sm3dw,ice,day,True,0.47553028005024095
1298,1298,smb1_underground_day\f6ouZR_ORgo_3_0070.jpg,smb1,underground,day,True,1.7159536349749198
25506,25506,sm3dw_ice_day\Ejn1M5ai_iI_8_0002.jpg,sm3dw,ice,day,True,0.47553028005024095
22155,22155,smw_underground_day\jI023XwCR04_14_0020.jpg,smw,underground,day,True,0.8509865706570625
26178,26178,nsmb_ice_night\zXXtMhjoOCU_0_0160.jpg,nsmb,ice,night,True,0.9441021606792226
16931,16931,smw_jungle_night\8y54Wlsyte8_12_0009.jpg,smw,jungle,night,True,0.6121846275543262
20932,20932,sm3dw_ice_day\6kj1CljrOSs_3_0135.jpg,sm3dw,ice,day,True,0.47553028005024095
10386,10386,menu\asAgPrbyePY_11_0067.jpg,menu,,,True,1.3228280864947417
18843,18843,smb1_grass_night\bCG_Ex7g9nE_5_0172.jpg,smb1,grass,night,True,0.7662255921126964
28985,28985,smw_castle_day\-mXxAMAA6-Y_11_0028.jpg,smw,castle,day,False,1.0
6578,6578,smb3_jungle_night\h082aQwtlR4_5_0448.jpg,smb3,jungle,night,True,1.181297693812866
10147,10147,nsmb_castle_night\zXXtMhjoOCU_13_0057.jpg,nsmb,castle,night,True,1.1521164138319717
27036,27036,smw_grass_night\Xtg_BIX3E78_4_0059.jpg,smw,grass,night,True,0.379991437817136
2690,2690,nsmb_castle_day\yrh5IKPiNZs_22_0002.jpg,nsmb,castle,day,True,1.648249661736454
29284,29284,smb3_jungle_night\yrh5IKPiNZs_18_0069.jpg,smb3,jungle,night,False,1.0
20835,20835,sm3dw_ice_day\6kj1CljrOSs_3_0038.jpg,sm3dw,ice,day,True,0.47553028005024095
14295,14295,smb1_ice_day\asAgPrbyePY_8_0094.jpg,smb1,ice,day,True,1.1975218381639878
35774,35774,smb3_desert_night\-mXxAMAA6-Y_8_0734.jpg,smb3,desert,night,False,1.0
33825,33825,nsmb_castle_day\yrh5IKPiNZs_5_0020.jpg,nsmb,castle,day,False,1.0
26491,26491,nsmb_castle_day\-mXxAMAA6-Y_13_0064.jpg,nsmb,castle,day,True,1.648249661736454
17271,17271,sm3dw_castle_day\8y54Wlsyte8_0_0139.jpg,sm3dw,castle,day,True,0.5803039795246749
4014,4014,smw_sky_day\h082aQwtlR4_13_0051.jpg,smw,sky,day,True,0.6208494030072771
35709,35709,smb3_desert_night\-mXxAMAA6-Y_8_0669.jpg,smb3,desert,night,False,1.0
7040,7040,smb3_jungle_night\h082aQwtlR4_5_0910.jpg,smb3,jungle,night,True,1.181297693812866
10476,10476,menu\asAgPrbyePY_11_0157.jpg,menu,,,True,1.3228280864947417
20828,20828,sm3dw_ice_day\6kj1CljrOSs_3_0031.jpg,sm3dw,ice,day,True,0.47553028005024095
12403,12403,smb1_desert_day\zXXtMhjoOCU_12_0084.jpg,smb1,desert,day,True,0.7680699921763864
6770,6770,smb3_jungle_night\h082aQwtlR4_5_0640.jpg,smb3,jungle,night,True,1.181297693812866
10420,10420,menu\asAgPrbyePY_11_0101.jpg,menu,,,True,1.3228280864947417
821,821,nsmb_airship_night\sibl3_fJTds_23_0189.jpg,nsmb,airship,night,True,1.4151789353834578
34646,34646,nsmb_desert_night\6kj1CljrOSs_4_0017.jpg,nsmb,desert,night,False,1.0
17850,17850,smw_underground_day\sibl3_fJTds_26_0017.jpg,smw,underground,day,True,0.8509865706570625
9128,9128,smb3_ghosthouse_night\-mXxAMAA6-Y_18_1093.jpg,smb3,ghosthouse,night,True,1.3941627436076967
12133,12133,smb1_sky_day\YuVG3cVdCEA_4_0135.jpg,smb1,sky,day,True,1.2518984747782453
23255,23255,smb1_jungle_night\f6ouZR_ORgo_1_0495.jpg,smb1,jungle,night,True,1.234426573989902
28797,28797,smw_underground_day\8y54Wlsyte8_5_0015.jpg,smw,underground,day,True,0.8509865706570625
11707,11707,smb3_underground_day\zXXtMhjoOCU_8_0039.jpg,smb3,underground,day,True,1.6421001575928964
33814,33814,nsmb_castle_day\yrh5IKPiNZs_5_0009.jpg,nsmb,castle,day,False,1.0
16043,16043,smb1_underwater_day\ZtVdrcXYDzQ_12_1007.jpg,smb1,underwater,day,True,0.7414995901944197
17270,17270,sm3dw_castle_day\8y54Wlsyte8_0_0138.jpg,sm3dw,castle,day,True,0.5803039795246749
34685,34685,nsmb_desert_night\6kj1CljrOSs_4_0056.jpg,nsmb,desert,night,False,1.0
15869,15869,smb1_underwater_day\ZtVdrcXYDzQ_12_0833.jpg,smb1,underwater,day,True,0.7414995901944197
14593,14593,smb1_ice_night\zXXtMhjoOCU_5_0217.jpg,smb1,ice,night,True,0.8370604270092479
18194,18194,menu\f6ouZR_ORgo_5_0077.jpg,menu,,,True,1.3228280864947417
3067,3067,sm3dw_grass_day\asAgPrbyePY_7_0009.jpg,sm3dw,grass,day,True,0.4352893275588893
12670,12670,menu\Ejn1M5ai_iI_2_0030.jpg,menu,,,True,1.3228280864947417
30128,30128,nsmb_jungle_night\sibl3_fJTds_21_0253.jpg,nsmb,jungle,night,False,1.0
29466,29466,smb3_jungle_night\yrh5IKPiNZs_18_0251.jpg,smb3,jungle,night,False,1.0
10043,10043,smw_desert_day\sibl3_fJTds_12_0008.jpg,smw,desert,day,True,0.380906124352441
24533,24533,smb1_ghosthouse_night\jI023XwCR04_10_0137.jpg,smb1,ghosthouse,night,True,1.4568652323540725
10676,10676,sm3dw_castle_day\ZtVdrcXYDzQ_11_0028.jpg,sm3dw,castle,day,True,0.5803039795246749
21738,21738,sm3dw_underground_day\-mXxAMAA6-Y_2_0040.jpg,sm3dw,underground,day,True,0.6813971040761194
12474,12474,smw_sky_day\zXXtMhjoOCU_3_0016.jpg,smw,sky,day,True,0.6208494030072771
29981,29981,nsmb_jungle_night\sibl3_fJTds_21_0106.jpg,nsmb,jungle,night,False,1.0
10602,10602,menu\asAgPrbyePY_11_0283.jpg,menu,,,True,1.3228280864947417
24280,24280,nsmb_underground_night\yrh5IKPiNZs_6_0094.jpg,nsmb,underground,night,True,1.3528233747194023
17278,17278,sm3dw_castle_day\8y54Wlsyte8_0_0146.jpg,sm3dw,castle,day,True,0.5803039795246749
13906,13906,nsmb_castle_day\sibl3_fJTds_5_0125.jpg,nsmb,castle,day,True,1.648249661736454
9098,9098,smb3_ghosthouse_night\-mXxAMAA6-Y_18_1063.jpg,smb3,ghosthouse,night,True,1.3941627436076967
29206,29206,nsmb_sky_day\yrh5IKPiNZs_3_0061.jpg,nsmb,sky,day,False,1.0
17563,17563,nsmb_grass_day\sibl3_fJTds_7_0045.jpg,nsmb,grass,day,True,1.2363614798818052
4039,4039,smb1_grass_day\Xtg_BIX3E78_2_0011.jpg,smb1,grass,day,True,1.096183560837417
19948,19948,smw_desert_day\8y54Wlsyte8_2_0034.jpg,smw,desert,day,True,0.380906124352441
23366,23366,smb1_sky_day\-mXxAMAA6-Y_10_0092.jpg,smb1,sky,day,True,1.2518984747782453
7086,7086,smb3_jungle_night\h082aQwtlR4_5_0956.jpg,smb3,jungle,night,True,1.181297693812866
10111,10111,nsmb_castle_night\zXXtMhjoOCU_13_0021.jpg,nsmb,castle,night,True,1.1521164138319717
12016,12016,smb1_sky_day\YuVG3cVdCEA_4_0018.jpg,smb1,sky,day,True,1.2518984747782453
24741,24741,smb1_ghosthouse_night\jI023XwCR04_10_0345.jpg,smb1,ghosthouse,night,True,1.4568652323540725
10386,10386,menu\asAgPrbyePY_11_0067.jpg,menu,,,True,1.3228280864947417
5425,5425,nsmb_grass_day\yrh5IKPiNZs_1_0006.jpg,nsmb,grass,day,True,1.2363614798818052
13032,13032,nsmb_sky_day\Xtg_BIX3E78_0_0132.jpg,nsmb,sky,day,True,1.4119889279822648
5715,5715,smw_castle_day\jI023XwCR04_18_0099.jpg,smw,castle,day,True,0.7247328914670338
11861,11861,menu\bCG_Ex7g9nE_13_0013.jpg,menu,,,True,1.3228280864947417
23869,23869,smb3_airship_night\bCG_Ex7g9nE_10_0478.jpg,smb3,airship,night,True,1.2007242129203555
16976,16976,smw_jungle_night\8y54Wlsyte8_12_0054.jpg,smw,jungle,night,True,0.6121846275543262
17158,17158,sm3dw_castle_day\8y54Wlsyte8_0_0026.jpg,sm3dw,castle,day,True,0.5803039795246749
4945,4945,sm3dw_ice_day\uSdL2GGk7cY_0_0105.jpg,sm3dw,ice,day,True,0.47553028005024095
26375,26375,smw_ghosthouse_day\-mXxAMAA6-Y_5_0011.jpg,smw,ghosthouse,day,True,1.033625388126133
31280,31280,nsmb_underground_night\yrh5IKPiNZs_14_0092.jpg,nsmb,underground,night,False,1.0
5752,5752,smw_castle_day\jI023XwCR04_18_0136.jpg,smw,castle,day,True,0.7247328914670338
12247,12247,smw_grass_night\asAgPrbyePY_0_0086.jpg,smw,grass,night,True,0.379991437817136
24887,24887,smb1_ghosthouse_night\jI023XwCR04_10_0491.jpg,smb1,ghosthouse,night,True,1.4568652323540725
36073,36073,smb3_desert_night\-mXxAMAA6-Y_8_1033.jpg,smb3,desert,night,False,1.0
19565,19565,sm3dw_ice_day\h082aQwtlR4_7_0133.jpg,sm3dw,ice,day,True,0.47553028005024095
10645,10645,smw_castle_day\8y54Wlsyte8_8_0026.jpg,smw,castle,day,True,0.7247328914670338
31449,31449,sm3dw_grass_day\Xtg_BIX3E78_5_0021.jpg,sm3dw,grass,day,False,1.0
2841,2841,smb3_underwater_day\-mXxAMAA6-Y_15_0093.jpg,smb3,underwater,day,True,0.7095859521467321
20944,20944,sm3dw_ice_day\6kj1CljrOSs_3_0147.jpg,sm3dw,ice,day,True,0.47553028005024095
7356,7356,smw_ice_day\6kj1CljrOSs_1_0048.jpg,smw,ice,day,True,0.5938825977433875
10590,10590,menu\asAgPrbyePY_11_0271.jpg,menu,,,True,1.3228280864947417
16000,16000,smb1_underwater_day\ZtVdrcXYDzQ_12_0964.jpg,smb1,underwater,day,True,0.7414995901944197
23300,23300,smb1_sky_day\-mXxAMAA6-Y_10_0026.jpg,smb1,sky,day,True,1.2518984747782453
24536,24536,smb1_ghosthouse_night\jI023XwCR04_10_0140.jpg,smb1,ghosthouse,night,True,1.4568652323540725
17141,17141,sm3dw_castle_day\8y54Wlsyte8_0_0009.jpg,sm3dw,castle,day,True,0.5803039795246749
4337,4337,nsmb_airship_day\yrh5IKPiNZs_21_0020.jpg,nsmb,airship,day,True,2.0245941933802953
27,27,smb3_grass_day\-mXxAMAA6-Y_17_0028.jpg,smb3,grass,day,True,1.0490045659235856
14836,14836,smb1_ice_night\zXXtMhjoOCU_5_0460.jpg,smb1,ice,night,True,0.8370604270092479
15373,15373,smb1_underwater_day\ZtVdrcXYDzQ_12_0337.jpg,smb1,underwater,day,True,0.7414995901944197
4541,4541,smb1_sky_day\0ZI1hJ2Kalo_0_0147.jpg,smb1,sky,day,True,1.2518984747782453
637,637,nsmb_airship_night\sibl3_fJTds_23_0005.jpg,nsmb,airship,night,True,1.4151789353834578
27843,27843,menu\YuVG3cVdCEA_1_0259.jpg,menu,,,True,1.3228280864947417
20148,20148,smw_ghosthouse_night\6kj1CljrOSs_7_0027.jpg,smw,ghosthouse,night,True,0.7224978127154451
22038,22038,menu\Xtg_BIX3E78_10_0233.jpg,menu,,,True,1.3228280864947417
5716,5716,smw_castle_day\jI023XwCR04_18_0100.jpg,smw,castle,day,True,0.7247328914670338
34279,34279,nsmb_sky_night\8y54Wlsyte8_13_0070.jpg,nsmb,sky,night,False,1.0
9662,9662,smb3_desert_day\YuVG3cVdCEA_7_0079.jpg,smb3,desert,day,True,0.7350127820986567
29546,29546,smb3_jungle_night\yrh5IKPiNZs_18_0331.jpg,smb3,jungle,night,False,1.0
35297,35297,smb3_desert_night\-mXxAMAA6-Y_8_0257.jpg,smb3,desert,night,False,1.0
22477,22477,menu\Ejn1M5ai_iI_10_0077.jpg,menu,,,True,1.3228280864947417
21625,21625,smw_sky_day\asAgPrbyePY_3_0021.jpg,smw,sky,day,True,0.6208494030072771
1155,1155,smb3_underground_day\jI023XwCR04_8_0103.jpg,smb3,underground,day,True,1.6421001575928964
8076,8076,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0041.jpg,smb3,ghosthouse,night,True,1.3941627436076967
20830,20830,sm3dw_ice_day\6kj1CljrOSs_3_0033.jpg,sm3dw,ice,day,True,0.47553028005024095
35892,35892,smb3_desert_night\-mXxAMAA6-Y_8_0852.jpg,smb3,desert,night,False,1.0
2703,2703,nsmb_castle_day\yrh5IKPiNZs_22_0015.jpg,nsmb,castle,day,True,1.648249661736454
577,577,smb3_airship_night\ZtVdrcXYDzQ_10_0098.jpg,smb3,airship,night,True,1.2007242129203555
6494,6494,smb3_jungle_night\h082aQwtlR4_5_0364.jpg,smb3,jungle,night,True,1.181297693812866
13367,13367,nsmb_ghosthouse_night\zXXtMhjoOCU_1_0102.jpg,nsmb,ghosthouse,night,True,1.6431664540614124
27696,27696,menu\YuVG3cVdCEA_1_0112.jpg,menu,,,True,1.3228280864947417
9050,9050,smb3_ghosthouse_night\-mXxAMAA6-Y_18_1015.jpg,smb3,ghosthouse,night,True,1.3941627436076967
4940,4940,sm3dw_ice_day\uSdL2GGk7cY_0_0100.jpg,sm3dw,ice,day,True,0.47553028005024095
10861,10861,menu\jI023XwCR04_21_0168.jpg,menu,,,True,1.3228280864947417
26300,26300,smb1_desert_day\ZtVdrcXYDzQ_8_0036.jpg,smb1,desert,day,True,0.7680699921763864
32149,32149,nsmb_grass_day\sibl3_fJTds_14_0028.jpg,nsmb,grass,day,False,1.0
20667,20667,sm3dw_underground_day\8y54Wlsyte8_14_0064.jpg,sm3dw,underground,day,True,0.6813971040761194
16508,16508,nsmb_airship_night\jI023XwCR04_12_0128.jpg,nsmb,airship,night,True,1.4151789353834578
17173,17173,sm3dw_castle_day\8y54Wlsyte8_0_0041.jpg,sm3dw,castle,day,True,0.5803039795246749
19863,19863,smb1_grass_night\sibl3_fJTds_0_0111.jpg,smb1,grass,night,True,0.7662255921126964
15545,15545,smb1_underwater_day\ZtVdrcXYDzQ_12_0509.jpg,smb1,underwater,day,True,0.7414995901944197
25434,25434,sm3dw_sky_day\sibl3_fJTds_8_0030.jpg,sm3dw,sky,day,True,0.4971229862651126
15388,15388,smb1_underwater_day\ZtVdrcXYDzQ_12_0352.jpg,smb1,underwater,day,True,0.7414995901944197
9039,9039,smb3_ghosthouse_night\-mXxAMAA6-Y_18_1004.jpg,smb3,ghosthouse,night,True,1.3941627436076967
20528,20528,sm3dw_sky_day\QmVPmh10FVE_7_0035.jpg,sm3dw,sky,day,True,0.4971229862651126
8562,8562,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0527.jpg,smb3,ghosthouse,night,True,1.3941627436076967
26625,26625,smb3_jungle_day\-mXxAMAA6-Y_0_0018.jpg,smb3,jungle,day,True,1.6899972093628004
13538,13538,nsmb_ghosthouse_night\zXXtMhjoOCU_1_0273.jpg,nsmb,ghosthouse,night,True,1.6431664540614124
28024,28024,menu\8y54Wlsyte8_11_0140.jpg,menu,,,True,1.3228280864947417
12954,12954,nsmb_sky_day\Xtg_BIX3E78_0_0054.jpg,nsmb,sky,day,True,1.4119889279822648
24575,24575,smb1_ghosthouse_night\jI023XwCR04_10_0179.jpg,smb1,ghosthouse,night,True,1.4568652323540725
19774,19774,smb1_grass_night\sibl3_fJTds_0_0022.jpg,smb1,grass,night,True,0.7662255921126964
31751,31751,menu\QmVPmh10FVE_10_0200.jpg,menu,,,False,1.0
18311,18311,menu\f6ouZR_ORgo_5_0194.jpg,menu,,,True,1.3228280864947417
1889,1889,nsmb_desert_day\sibl3_fJTds_27_0025.jpg,nsmb,desert,day,True,0.8662893570986944
27405,27405,nsmb_desert_day\h082aQwtlR4_2_0003.jpg,nsmb,desert,day,True,0.8662893570986944
8950,8950,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0915.jpg,smb3,ghosthouse,night,True,1.3941627436076967
12728,12728,menu\Ejn1M5ai_iI_2_0088.jpg,menu,,,True,1.3228280864947417
23990,23990,smb3_castle_day\6kj1CljrOSs_5_0059.jpg,smb3,castle,day,True,1.3984756473558513
33435,33435,nsmb_underground_day\yrh5IKPiNZs_7_0031.jpg,nsmb,underground,day,False,1.0
4021,4021,smw_sky_day\h082aQwtlR4_13_0058.jpg,smw,sky,day,True,0.6208494030072771
16777,16777,nsmb_airship_night\jI023XwCR04_12_0397.jpg,nsmb,airship,night,True,1.4151789353834578
9664,9664,smb3_desert_day\YuVG3cVdCEA_7_0081.jpg,smb3,desert,day,True,0.7350127820986567
25493,25493,sm3dw_sky_day\sibl3_fJTds_8_0089.jpg,sm3dw,sky,day,True,0.4971229862651126
25074,25074,nsmb_castle_day\0ZI1hJ2Kalo_9_0053.jpg,nsmb,castle,day,True,1.648249661736454
12981,12981,nsmb_sky_day\Xtg_BIX3E78_0_0081.jpg,nsmb,sky,day,True,1.4119889279822648
11143,11143,menu\jI023XwCR04_2_0180.jpg,menu,,,True,1.3228280864947417
13455,13455,nsmb_ghosthouse_night\zXXtMhjoOCU_1_0190.jpg,nsmb,ghosthouse,night,True,1.6431664540614124
18503,18503,menu\Ejn1M5ai_iI_7_0126.jpg,menu,,,True,1.3228280864947417
30579,30579,smb1_desert_day\Ejn1M5ai_iI_6_0063.jpg,smb1,desert,day,False,1.0
12458,12458,sm3dw_underground_day\uSdL2GGk7cY_1_0044.jpg,sm3dw,underground,day,True,0.6813971040761194
52,52,smb3_jungle_day\jI023XwCR04_6_0005.jpg,smb3,jungle,day,True,1.6899972093628004
30391,30391,nsmb_ice_day\h082aQwtlR4_10_0066.jpg,nsmb,ice,day,False,1.0
9879,9879,smb1_grass_day\bCG_Ex7g9nE_7_0007.jpg,smb1,grass,day,True,1.096183560837417
28663,28663,smb3_desert_day\-mXxAMAA6-Y_7_0036.jpg,smb3,desert,day,True,0.7350127820986567
10291,10291,sm3dw_castle_day\Ejn1M5ai_iI_4_0017.jpg,sm3dw,castle,day,True,0.5803039795246749
2108,2108,nsmb_airship_night\sibl3_fJTds_25_0098.jpg,nsmb,airship,night,True,1.4151789353834578
6298,6298,smb3_jungle_night\h082aQwtlR4_5_0168.jpg,smb3,jungle,night,True,1.181297693812866
19465,19465,sm3dw_ice_day\h082aQwtlR4_7_0033.jpg,sm3dw,ice,day,True,0.47553028005024095
11024,11024,menu\jI023XwCR04_2_0061.jpg,menu,,,True,1.3228280864947417
13090,13090,smb1_grass_night\sibl3_fJTds_2_0040.jpg,smb1,grass,night,True,0.7662255921126964
23034,23034,smb1_jungle_night\f6ouZR_ORgo_1_0274.jpg,smb1,jungle,night,True,1.234426573989902
13652,13652,menu\0ZI1hJ2Kalo_5_0021.jpg,menu,,,True,1.3228280864947417
12573,12573,smw_sky_day\zXXtMhjoOCU_3_0115.jpg,smw,sky,day,True,0.6208494030072771
11430,11430,smb3_ghosthouse_day\QmVPmh10FVE_1_0143.jpg,smb3,ghosthouse,day,True,1.9945278471591064
7068,7068,smb3_jungle_night\h082aQwtlR4_5_0938.jpg,smb3,jungle,night,True,1.181297693812866
16435,16435,nsmb_airship_night\jI023XwCR04_12_0055.jpg,nsmb,airship,night,True,1.4151789353834578
6324,6324,smb3_jungle_night\h082aQwtlR4_5_0194.jpg,smb3,jungle,night,True,1.181297693812866
26604,26604,sm3dw_grass_day\h082aQwtlR4_4_0025.jpg,sm3dw,grass,day,True,0.4352893275588893
23588,23588,smb3_airship_night\bCG_Ex7g9nE_10_0197.jpg,smb3,airship,night,True,1.2007242129203555
2284,2284,nsmb_airship_night\sibl3_fJTds_25_0274.jpg,nsmb,airship,night,True,1.4151789353834578
18780,18780,smb1_grass_night\bCG_Ex7g9nE_5_0109.jpg,smb1,grass,night,True,0.7662255921126964
17289,17289,nsmb_underground_night\yrh5IKPiNZs_11_0007.jpg,nsmb,underground,night,True,1.3528233747194023
20462,20462,smw_ghosthouse_night\6kj1CljrOSs_7_0341.jpg,smw,ghosthouse,night,True,0.7224978127154451
15691,15691,smb1_underwater_day\ZtVdrcXYDzQ_12_0655.jpg,smb1,underwater,day,True,0.7414995901944197
21677,21677,smw_castle_day\QmVPmh10FVE_4_0008.jpg,smw,castle,day,True,0.7247328914670338
20864,20864,sm3dw_ice_day\6kj1CljrOSs_3_0067.jpg,sm3dw,ice,day,True,0.47553028005024095
33628,33628,sm3dw_ghosthouse_day\QmVPmh10FVE_0_0031.jpg,sm3dw,ghosthouse,day,False,1.0
25867,25867,menu\zXXtMhjoOCU_6_0251.jpg,menu,,,True,1.3228280864947417
1957,1957,nsmb_jungle_day\h082aQwtlR4_0_0031.jpg,nsmb,jungle,day,True,1.9918382804409243
17566,17566,nsmb_grass_day\sibl3_fJTds_7_0048.jpg,nsmb,grass,day,True,1.2363614798818052
7516,7516,smw_castle_day\YuVG3cVdCEA_10_0011.jpg,smw,castle,day,True,0.7247328914670338
3894,3894,nsmb_underground_night\yrh5IKPiNZs_12_0151.jpg,nsmb,underground,night,True,1.3528233747194023
12579,12579,smw_sky_day\zXXtMhjoOCU_3_0121.jpg,smw,sky,day,True,0.6208494030072771
33561,33561,smw_ghosthouse_day\h082aQwtlR4_12_0056.jpg,smw,ghosthouse,day,False,1.0
33170,33170,smb3_castle_day\h082aQwtlR4_9_0051.jpg,smb3,castle,day,False,1.0
32005,32005,sm3dw_sky_day\sibl3_fJTds_10_0064.jpg,sm3dw,sky,day,False,1.0
6541,6541,smb3_jungle_night\h082aQwtlR4_5_0411.jpg,smb3,jungle,night,True,1.181297693812866
31214,31214,nsmb_underground_night\yrh5IKPiNZs_14_0026.jpg,nsmb,underground,night,False,1.0
32238,32238,nsmb_grass_day\sibl3_fJTds_14_0117.jpg,nsmb,grass,day,False,1.0
10774,10774,menu\jI023XwCR04_21_0081.jpg,menu,,,True,1.3228280864947417
23219,23219,smb1_jungle_night\f6ouZR_ORgo_1_0459.jpg,smb1,jungle,night,True,1.234426573989902
4819,4819,menu\f6ouZR_ORgo_0_0252.jpg,menu,,,True,1.3228280864947417
35073,35073,smb3_desert_night\-mXxAMAA6-Y_8_0033.jpg,smb3,desert,night,False,1.0
27741,27741,menu\YuVG3cVdCEA_1_0157.jpg,menu,,,True,1.3228280864947417
20389,20389,smw_ghosthouse_night\6kj1CljrOSs_7_0268.jpg,smw,ghosthouse,night,True,0.7224978127154451
35,35,smb3_grass_day\-mXxAMAA6-Y_17_0036.jpg,smb3,grass,day,True,1.0490045659235856
9682,9682,smb3_desert_day\YuVG3cVdCEA_7_0099.jpg,smb3,desert,day,True,0.7350127820986567
387,387,smw_sky_day\zXXtMhjoOCU_9_0015.jpg,smw,sky,day,True,0.6208494030072771
14876,14876,smb1_ice_night\zXXtMhjoOCU_5_0500.jpg,smb1,ice,night,True,0.8370604270092479
6721,6721,smb3_jungle_night\h082aQwtlR4_5_0591.jpg,smb3,jungle,night,True,1.181297693812866
32130,32130,nsmb_grass_day\sibl3_fJTds_14_0009.jpg,nsmb,grass,day,False,1.0
8325,8325,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0290.jpg,smb3,ghosthouse,night,True,1.3941627436076967
9155,9155,smb3_ghosthouse_night\-mXxAMAA6-Y_18_1120.jpg,smb3,ghosthouse,night,True,1.3941627436076967
21740,21740,sm3dw_underground_day\-mXxAMAA6-Y_2_0042.jpg,sm3dw,underground,day,True,0.6813971040761194
35132,35132,smb3_desert_night\-mXxAMAA6-Y_8_0092.jpg,smb3,desert,night,False,1.0
31129,31129,nsmb_castle_day\yrh5IKPiNZs_2_0093.jpg,nsmb,castle,day,False,1.0
26520,26520,nsmb_castle_day\-mXxAMAA6-Y_13_0093.jpg,nsmb,castle,day,True,1.648249661736454
15181,15181,smb1_underwater_day\ZtVdrcXYDzQ_12_0145.jpg,smb1,underwater,day,True,0.7414995901944197
14924,14924,smb1_ice_night\zXXtMhjoOCU_5_0548.jpg,smb1,ice,night,True,0.8370604270092479
15372,15372,smb1_underwater_day\ZtVdrcXYDzQ_12_0336.jpg,smb1,underwater,day,True,0.7414995901944197
21644,21644,smw_sky_day\asAgPrbyePY_3_0040.jpg,smw,sky,day,True,0.6208494030072771
2264,2264,nsmb_airship_night\sibl3_fJTds_25_0254.jpg,nsmb,airship,night,True,1.4151789353834578
20043,20043,sm3dw_desert_day\bCG_Ex7g9nE_0_0012.jpg,sm3dw,desert,day,True,0.3049969752850617
16139,16139,smb1_desert_day\jI023XwCR04_17_0053.jpg,smb1,desert,day,True,0.7680699921763864
15414,15414,smb1_underwater_day\ZtVdrcXYDzQ_12_0378.jpg,smb1,underwater,day,True,0.7414995901944197
6911,6911,smb3_jungle_night\h082aQwtlR4_5_0781.jpg,smb3,jungle,night,True,1.181297693812866
15315,15315,smb1_underwater_day\ZtVdrcXYDzQ_12_0279.jpg,smb1,underwater,day,True,0.7414995901944197
30833,30833,menu\ZtVdrcXYDzQ_4_0087.jpg,menu,,,False,1.0
9017,9017,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0982.jpg,smb3,ghosthouse,night,True,1.3941627436076967
25527,25527,sm3dw_ice_day\Ejn1M5ai_iI_8_0023.jpg,sm3dw,ice,day,True,0.47553028005024095
